51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51
50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,-1,-1,-1,-1,-1,50
50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1,-1,-1,-1,18,19,-1,-1,-1,-1,-1,50
50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1,-1,-1,36,36,36,-1,-1,-1,-1,35,50
50,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50
50,-1,30,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50
50,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,35,-1,35,-1,-1,-1,-1,-1,35,-1,-1,-1,-1,35,35,50
50,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,35,-1,-1,35,35,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,50
50,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,35,-1,-1,50
50,-1,-1,-1,30,30,-1,-1,-1,30,-1,-1,-1,-1,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50
50,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1,-1,35,35,35,-1,-1,-1,-1,-1,-1,50
50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,35,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50
50,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50
50,-1,-1,-1,-1,-1,-1,-1,-1,30,30,-1,-1,-1,-1,-1,-1,-1,35,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,50
50,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,35,35,-1,-1,-1,39,50
50,-1,-1,-1,30,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,50
50,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,50
50,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,68,68,68
50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,27,-1,-1,-1,82,83,83,83
50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,30,-1,-1,-1,67,68,68,68,68,68,68,97,83,83,83
50,-1,-1,-1,-1,-1,-1,-1,30,30,30,-1,-1,-1,30,30,-1,-1,-1,82,83,83,83,83,83,83,83,83,83,83
50,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,82,83,83,83,83,83,83,83,83,83,83
50,-1,-1,-1,-1,-1,-1,25,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82,83,83,83,83,83,83,83,83,83,83
50,-1,-1,-1,20,22,-1,23,24,-1,-1,-1,20,21,21,22,-1,-1,-1,82,83,83,83,83,83,83,83,83,83,83
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,97,83,83,83,83,83,83,83,83,83,83
