31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
31,3,4,-1,-1,-1,-1,-1,-1,47,-1,-1,-1,-1,-1,-1,-1,31,32,31
31,18,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,41,42,-1,-1,31,31,31
31,31,31,31,31,31,31,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,31
31,-1,-1,-1,-1,-1,-1,-1,-1,38,38,-1,-1,-1,-1,-1,-1,-1,48,31
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,41,41,41,42,-1,31
31,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31
31,31,31,45,45,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31
31,32,31,31,31,31,-1,-1,-1,38,38,38,-1,-1,-1,-1,-1,-1,-1,31
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,41,42,-1,-1,31
31,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,31
31,-1,-1,31,-1,-1,-1,-1,31,31,51,51,51,31,31,51,31,31,33,31
31,-1,-1,31,31,31,45,31,31,31,50,50,50,31,31,50,31,31,33,31
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
