110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
110,110,110,110,110,46,-1,-1,-1,-1,-1,-1,-1,-1,48,110,110,110,110,110
110,110,110,110,110,46,-1,-1,-1,1,-1,-1,-1,-1,48,110,110,110,110,110
110,110,110,110,110,46,-1,-1,93,94,94,95,-1,-1,48,110,110,110,110,110
110,110,110,110,110,46,-1,-1,-1,-1,-1,-1,-1,-1,48,110,110,110,110,110
110,110,110,110,110,46,-1,-1,-1,-1,-1,-1,-1,-1,48,110,110,110,110,110
110,110,110,110,110,46,-1,35,-1,-1,-1,35,35,35,48,110,110,110,110,110
110,110,110,110,110,46,-1,-1,-1,-1,-1,-1,-1,-1,48,110,110,110,110,110
110,110,110,110,110,46,-1,-1,35,-1,35,-1,-1,-1,48,110,110,110,110,110
110,110,110,110,110,46,-1,-1,-1,-1,-1,-1,-1,-1,48,110,110,110,110,110
110,110,110,110,110,46,-1,-1,-1,-1,-1,35,35,-1,48,110,110,110,110,110
110,110,110,110,110,46,-1,-1,-1,-1,-1,-1,-1,-1,48,110,110,110,110,110
110,110,110,110,110,46,-1,35,-1,-1,-1,-1,-1,-1,48,110,110,110,110,110
110,110,110,110,110,46,-1,-1,-1,-1,35,35,-1,-1,48,110,110,110,110,110
110,110,110,110,110,46,-1,-1,-1,-1,-1,-1,-1,-1,48,110,110,110,110,110
110,110,110,110,110,46,-1,-1,-1,-1,-1,-1,-1,-1,48,110,110,110,110,110
110,110,110,110,110,46,35,35,35,-1,-1,-1,35,35,48,110,110,110,110,110
110,110,110,110,110,46,-1,-1,-1,35,-1,-1,-1,35,48,110,110,110,110,110
110,110,110,110,110,46,-1,-1,-1,-1,-1,-1,-1,-1,48,110,110,110,110,110
110,110,110,110,110,46,-1,-1,-1,-1,-1,-1,-1,-1,48,110,110,110,110,110
110,110,110,110,110,46,-1,35,-1,-1,-1,-1,-1,-1,48,110,110,110,110,110
110,110,110,110,110,46,-1,35,35,-1,-1,35,35,35,48,110,110,110,110,110
110,110,110,110,110,46,-1,-1,-1,-1,-1,-1,-1,-1,48,110,110,110,110,110
