30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30
30,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30
30,27,-1,-1,-1,2,-1,-1,30,30,30,-1,-1,-1,-1,-1,-1,-1,-1,30
30,30,30,30,30,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,27,-1,-1,-1,30
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,30,30,-1,-1,-1,30
30,-1,-1,-1,-1,-1,-1,-1,-1,30,30,30,-1,-1,-1,-1,-1,-1,28,30
30,27,-1,-1,-1,-1,30,30,30,30,30,-1,-1,-1,-1,-1,-1,-1,30,30
30,30,27,-1,-1,-1,-1,-1,30,30,-1,-1,-1,-1,-1,-1,-1,28,30,30
30,30,30,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,30,30,30,30
30,30,30,30,2,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30
30,-1,-1,30,30,-1,-1,-1,29,20,21,22,30,30,-1,-1,-1,-1,-1,30
30,-1,-1,-1,30,30,-1,-1,30,30,30,30,30,30,-1,-1,-1,2,-1,30
30,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,30,30,30
30,30,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30
30,-1,30,-1,-1,25,26,-1,-1,-1,30,30,30,30,30,-1,-1,-1,-1,30
30,-1,-1,-1,-1,23,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30
30,-1,-1,-1,-1,30,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30
30,3,-1,-1,30,30,30,20,21,22,-1,-1,2,-1,-1,20,21,21,22,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
